   업종            공고번호  분류                                공고명             수요기관                 공고기관           계약방법                                  입력일시
 입찰마감일시 공동수급  업종구분
8  용역  20220323826-00  일반         2022년 KSTAR 진단장치 단순업무 보조용역      한국핵융합에너지연구원          한국핵융합에너지연구원         제한(총액)  2022/03/16 13:54\n(2022/03/25 10:00)              1260
9  용역  20220321453-00  긴급  (긴급)2022년도 한국원자력통제기술원 시설관리 용역(단기)       한국원자력통제기술원           한국원자력통제기술원         제한(총액)  2022/03/15 15:07\n(2022/03/18 10:00)              1260
0  용역  20220319020-00  일반               2022년 도로시설물 세척용역(강서)            서울특별시  서울특별시 도로사업소 강서도로사업소         일반(총액)  2022/03/14 16:19\n(2022/03/22 14:00)              1162
3  용역  20220313170-00  긴급       (재)충북테크노파크 통합보안시스템 구축 및 운영용역      조달청 충북지방조달청          재단법인충북테크노파크  일반(총액)협상에의한계약  2022/03/11 10:29\n(2022/03/25 10:00)              1164
"1  용역  20220314521-00  일반    (재)대구경북디자인진흥원 시설물(청소,경비,시설)관리용역  재단법인 대구경북디자인진흥원      재단법인 대구경북디자인진흥원         일반(총액)  2022/03/10 20:28\n(2022/03/18 14:00)              1162"
2  용역  20220312739-00  일반            나라키움 부산 청년창업허브 건물종합관리용역         한국자산관리공사             한국자산관리공사         제한(총액)  2022/03/10 11:54\n(2022/03/18 10:00)              1162
